Отметка времени,Возраст,Пол,Образование,Балл,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,А такой?,Как бы ты назвал этот цвет?,А такой?,А такой?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А такой?,Как бы ты назвал этот цвет?,Как бы ты назвал этот цвет?,А этот?,Что это за цвет?,А вот такой?,А вот такой?,Хорошо идёшь! А это какой цвет?,Здесь тоже есть цвет! Какой?,А это какой цвет?,А это какой цвет?,А это какой цвет?,Ещё чуть-чуть!,Последние три!,Ты молодец!,"Последний, честно!",Можешь вспомнить название?,"Есть ли у тебя особенности зрения, связанные с восприятием цветов (дальтонизм, цветовая агнозия, монохромазия и т.д.)?",Сумма
,,,,0,,,,,1,0.5,0.5,1,,1,1,1,,1,1,,,,0.5,1,1,0.5,,0.5,0.5,,,,,1,,,10
16.06.2019 10:10:22,23,мужской,IT,9,кислотный синий,жёлто-коричневый,Коричневый,Зелёный,Сиреневый,Грязно-пудровый,Тёмно-синий,Тёмно-красный,Фиолетовый,Бирюзово-голубой,Коралловый,Бежевый,Очень тёмно-серый,Маджента,Кислотно-розовый,Чёрный,Синий,Кислотно-красный,Оливковый,Молочный,Красный,Тёмно-зеленый,Белый,Пастельный зелёный,Пастельный розовый,Тёмно-коричневый,Пастельный серый,Кислотный жёлтый,Голубой,Персиковый,Не играл(а),Нет,0
,,,,0,0.5,0.5,,,1,1,0.5,0.5,,1,1,1,0.5,1,0.5,,,0.5,1,1,,0.5,,0.5,0.5,0.5,0.5,0.5,,1,,,9
16.06.2019 10:24:47,16,женский,Образование,8,Синий ,Желто-оранжевый ,Коричневый с теплым оттенком ,Зеленый ,Пурпурный,Серобуро-малиновый ,Темно синий,Малиновый ,Ярко фиолетовый ,Ярко голубой ,Персиковый,Бжевый,Черный ,Виноградный ,Ярко розовый,Черный ,Пастельно синий ,Ярко Красный ,Серый с оттенком зеленого ,Пастельно бежевый ,Пастельно красный ,Темно зеленый ,Белый,Пастельно зеленый,Розовый,Коричневый,Серый,Желтый,Голубой,Персиковый,Светофор,Нет,0
,,,,0,,0.5,0.5,,1,1,0.5,1,0.5,0.5,1,1,,1,0.5,,0.5,0.5,0.5,1,0.5,0.5,,0.5,,,,,,1,,,8
16.06.2019 10:38:55,22,женский,Журналистика,6,Синий,Оранжевый ,Коричневый ,Зелёный ,Пурпурный ,Коричневый ,Темно-синий,Бардовый ,Фиолетовый ,Кислотно-голубой ,Персиковый ,Белённой-бежевый ,Чёрный ,Лиловый ,Кислотно -розовый ,Чёрный ,Синий,Красный ,Серый ,Слоновой кости ,Красный ,Зелёный ,Белый ,Зелёный ,Розовый ,Коричневый ,Серый ,Желтый ,Голубой ,Бежевый ,Светофор,Нет,0
,,,,0,,,,,1,,0.5,1,,0.5,1,1,,,0.5,,,,,1,,,,,,,,,,1,,,6
16.06.2019 10:43:47,25,мужской,IT,8,Синий,Оранжевый,Коричневый,Зеленый,Светло-фиолетовый,Шоколадный,Насыщенный синий,Багровый,Индиго,Бирюзовый,Розово-оранжевый, Цвет топленого молока,Черный,Фиолетовый,Розовый,Черный,Синеватый,Насыщенный красный,Серый,Лимонный,Красный,Армейский зелёный ,Белый,Светло-зеленый,Светло-розовый,Цвет темного шоколада,Светло-серый,Насыщенный желтый,Голубой,Цвет кожи человека,Не играл(а),Нет,0
,,,,0,,,,,0.5,,0.5,1,1,1,0.5,1,,,,,0.5,0.5,,1,,1,,0.5,0.5,1,0.5,0.5,,1,,,8
16.06.2019 11:04:25,16,мужской,Естественные науки,14,Синий,Оранжевый,Коричневый,Зеленый,Темно-лиловый,Шоколадный ,Темно-синий,Бордовый ,Фиолетовый,Циан ,Персиковый,Кремовый ,Чёрный ,Темно-фиолетовый , Маджента ,Чёрный ,Лазурный ,Красный,Темно-зелёный ,Жемчуг,Красный,Темно-зелёный ,Белый ,Салатовый ,Нежно-розовый,Кофейный,Серый ,Желтый,Голубой,Бежевый,Светофор,Нет,0
,,,,0,,,,,1,1,1,1,,1,1,1,,1,1,,1,,0.5,1,,0.5,,1,0.5,1,,,,1,,,14
16.06.2019 12:13:17,28,женский,"Социология, экономика, общественные науки",10,Ультрамарин,Оранжевый,Коричневый,Зеленый,Сиреневый ,Серо-буро-малиновый ,Синий,Винный,Фиолетовый,Голубой,Персиковый,Светло желтый,Черный,Лиловый,Ярко розовый,Черный,Светло синий,Красный,Мокрый асфальт,Ванильный,Светло красный,Темно зеленый,Белый,Светло зеленый,Поросячий розовый,Тёмно коричневый,Серый,Желтый,Голубой,Персиковый,Не играл(а),Нет,0
,,,,0,1,,,,1,1,,1,,,1,0.5,,1,0.5,,0.5,,1,1,0.5,0.5,,0.5,1,0.5,,,,1,,,10
16.06.2019 12:27:45,24,женский,"Архитектура, дизайн, фотография, визуальные искусства",20,Ультрамарин,Оранжевый,Коричневый ,Зеленый,Глициновый,Кофейный,Индиго,Бордо,Сиреневый,Циан,Морковный,Светло-абрикосовый,Черный,Пурпурный ,Вырвиглазная фуксия,Черный ,Сине-серый (ват?),Продающий красный ,Тёмный серо-зеленый,Слоновой кости,Алый,Лесной зеленый ,Белый ,Нежно-зеленый,Millennial pink,Темно-коричневый,Серый ,Убийственный жёлтый ,Небесно-голубой ,Телесный,Не помню ,Нет,0
,,,,0,1,,,,1,1,1,1,1,1,1,1,,1,1,,0.5,1,1,1,1,1,,0.5,1,0.5,,1,1,1,,,20
16.06.2019 13:42:51,24,мужской,Медицина,7,Синий,Горчичный ,Коричневый,Зелёный ,Сиреневый ,Коричневый ,Темно-синий,Темно-красный,Фиолетовый,Бирюзовый ,Персиковый ,Бледно-жёлтый ,Чёрный ,Сиреневый ,Розовый,Чёрный ,Синий,Алый,Болотный,Бледно бледно бледно жёлтый ?,Красный ,Темно-зелёный ,Белый,Зелёный ,Розовый,Чёрный ,Серый,Жёлтый,Голубой,Телесный ,Светофор,Нет,0
,,,,0,,1,,,1,,0.5,0.5,,1,1,0.5,,1,,,,1,1,0.5,,0.5,,,,,,,,,,,7
16.06.2019 13:43:21,23,мужской,"Филология, лингвистика, иностранные языки",3,Синий,Оранжевый,Коричневый,Зеленый,Сиреневый,Бордовый,Темно синий,Бордовый,Ярко фиолетовый,Бирюзовый,Ярко бордовый,Песочный,Черный,Фиолетовый,Ярко фиолетовый,Черный,Голубой,Красный,Серый,Бледно бежевый,Красный,Темно зеленый,Белый,Салатовый,Розовый,Темно коричневый,Серый,Желтый,Голубой,Бежевый,Цветной король,Нет,0
,,,,0,,,,,1,1,0.5,1,,,,,,,,,,,,,,,,,,,,,,,,,3
16.06.2019 14:45:07,51,женский,Промышленное производство,15,Ярко-голубой,Охра,Коричневый,Зелёный,Сиреневый,Кофе с молоком,Синий,Пурпурный,Фиолетовый,Бирюзовый,Коралловый,Бежевый,Черный,Фуксия,Розово-сиреневый,Черный,Джинсовый,Красный,Серый,Молочный,Алый,Темно-зеленый,Белый,Салатный,Розовый,Шоколад,Серый,Желтый,Голубой,Пудровый,"Светофор, Цвета",Нет,0
,,,,0,0.5,1,,,1,1,,1,,1,1,1,,1,1,,1,,,1,1,0.5,,1,,1,,,,1,,,15
16.06.2019 15:09:06,52,мужской,Энергетика,13,Ярко_ синий,Оранжевый,Коричневый,Зеленый,Фиолетово-розовый,Кофе с молоком,Темно - синий,Коричнево-красный,Лазоревый,Бирюзовый,Терракота,Бежевый,Черный,Светло фиолетовый,Фуксии,Оттенок черного,Морской волны,Алый,Серо-зеленый,Топленое молоко,Красный,Темно-зеленый,Белый,Ярко-зеленй,Бледно-розовый,Черный шоколад,Серый,Яично-желтый,Ультрамарин,Телесный,Цвета,Нет,0
,,,,0,0.5,,,,0.5,1,0.5,0.5,1,1,1,1,,0.5,1,0.5,1,1,0.5,1,,0.5,,0.5,0.5,1,,1,1,1,,,13
16.06.2019 15:23:52,22,женский,"Филология, лингвистика, иностранные языки",12,синий,оранжевый,коричневый,темно-зеленый,светло-сиреневый ,светло-коричневый ,"темно-синий, индиго",бордовый ,фиолетовый ,бирюзовый ,коралловый ,бежевый,черный,фуксия,ярко-розовый ,черный,ультрамарин ,красный,серый,цвет шампанского,красный,болотный,белый,зелёный ,нежно-розовый ,темно-коричневый ,асфальтный ,ярко-жёлтый ,голубой,цвет кожи ,"Цветной король, Красочки в коробочку, Светофор",Нет,0
,,,,0,,,,0.5,1,0.5,1,1,,1,1,1,,1,0.5,,1,,,1,,1,,,0.5,0.5,1,0.5,,1,,,12
16.06.2019 15:58:22,23,женский,Журналистика,10,синий,оранжевый,коричневый,зеленый,пыльно-розово-сиреневый,светло-серо-коричневый,темно синий,бардовый,ярко фиолетовый,противный цвет из программы paint (или просто отвратительный rgb-голубой),персиковый,светло пыльно-желтый ,черный,темная фуксия,"маджента, фуксия ",черный,пыльно светло синий,красный,серый с зеленцой ,стокгольмский белый,приглушенный красный,"темно-зеленый, изумрудный",белый,светло-зеленый,розовыый),коричневый,серый,желтый,голубой,персиковый,Светофор,Нет,0
,,,,0,,,,,1,0.5,0.5,1,0.5,1,1,1,,1,1,,0.5,,0.5,1,0.5,1,,0.5,,,,,,1,,,10
16.06.2019 16:46:38,33,женский,"Филология, лингвистика, иностранные языки",19,ярко синий,морковно-оранжевый ,шоколадный ,зеленый ,лиловый,"цвет помады или лака для ногтей, тёмная пыльная роза ",сине-фиолетовый ,малиново-коричневый ,сине-бирюзовый ,бирюза,разбеленный алый ,пудровый ,черный ,фиолетовый ,неоново-сиреневый,вороное крыло ,разбеленный синий ,морковно-красный ,цвет мокрого асфальта ,белый,разбеленный лосось,густо-зелёный ,белый ,мятно-зеленый ,разбеленный сиреневый ,чёрно-коричневый ,серый гуашевый ,лимонно-жёлтый ,ярко-голубой ,пудрово-розоватый ,Не играл(а),Нет,0
,,,,0,0.5,1,1,,1,1,0.5,1,1,1,1,1,,,1,1,0.5,1,1,,1,0.5,,1,1,0.5,1,1,0.5,1,,,19
16.06.2019 16:48:39,23,женский,"Архитектура, дизайн, фотография, визуальные искусства",16,Кобальтовый,Желто-оранжевый,Рыже-коричневый,Зеленый,Светло-лиловый,Кофейный,Ультрамарин темный,Бордовый,Фиолетовый яркий,Голубой,Персиковый,Абрикосовый,"Темно серый, почти черный",Пурпурный,Ярко-сиреневый,Черный,Небесно-синий,Алый,Серо-зеленый,Слоновой кости,Красный ,Темно-зеленый,Белый,Светло-зеленый,Розовый,Шоколадный,Серый,Кислотно-Желтый,Голубой,Персиковый пастельный,"Цветной король, Красочки в коробочку, Цвета",Нет,0
,,,,0,1,0.5,0.5,,1,1,1,1,1,,1,1,0.5,1,1,,1,1,1,1,,0.5,,0.5,,1,,0.5,,1,,,16
16.06.2019 18:56:56,46,женский,Медицина,12,синий ,охра  ,коричневый,зеленый,сиреневый,какао,темно-синий ,бордовый ,лиловый,голубой,персиковый,бежевый,черный,фиолетовый,фуксия,черный,грязно-синий ,алый,серый,шампань ,коралловый ,темно-зеленый,белый,светло-зеленый ,розовый,темно-коричневый,серый,желтый,голубой,розово-бежевый,"Цветной король, Светофор",Нет,0
,,,,0,,1,,,1,1,0.5,1,1,,1,1,,,1,,0.5,1,,1,1,0.5,,0.5,,0.5,,,,1,,,12
16.06.2019 22:45:03,22,женский,"Филология, лингвистика, иностранные языки",11,Синий,Оранжевый,Коричневый,Зелёный,Серо-сиреневый,Шоколадный,Индиго,Бордовый,Фиолетовый,Бирюзовый,Персиковый,Сливочный,Чёрный,Тёмно-фиолетовый,Фуксия,Чёрный,Тёмно-голубой,Красный,Серо-зелёный,Светло-бежевый,Светло-красный,Тёмно-зелёный,Белый,Ярко-зелёный,Бледно-розовый,Чёрный,Серый,Жёлтый,Небесно-голубой,Бежевый,Не играл(а),Нет,0
,,,,0,,,,,1,1,1,1,,1,1,1,,0.5,1,,0.5,,0.5,1,0.5,0.5,,0.5,0.5,,,,1,1,,,11
16.06.2019 23:31:55,14,женский,Шкооооооооола ОГЭЭЭЭЭ,24,Синенький,Горчичный,Цвет подпалин у цвергпинчеров,Цвет грусти,Пудрово-лиловый,Кофейный,Штормовое море,Бордовый,Цвет сирени,ярко-мятный,Цвет запеченной тыквы,нежно-лимоновый,Сине-черный,Цвет винограда,Неоновая фуксия,Чеееерный,Нежная морская волна,Ярко красный,болотный,Слоновая кость,клубничный,Сильно болотный,Беленький,Светло зеленый,Пыльно-персиковый,Шоколадный,Серо-болотный,Неоново-желтый,Небесно-голубой,Бежевыый,"Цветной король, Красочки в коробочку, Цвета",Нет,0
,,,,0,,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,,1,0.5,1,1,1,1,,0.5,1,1,1,1,1,1,,,24
17.06.2019 0:40:47,16,женский,Школа ,14,Ультрамарин ,Горчичный ,Коричневый ,Лесной зелёный ,Йогурт вишнёвый ,Пастельно коричневый ,Темно синий ,Марсало ,Маркерный фиолетовый ,Бирюзовый ближе к голубому,Персиковый ,Жёлто бежевый ,Чёрный ,Ежевичный,Розовый вырвиглаз ,Чёрный матовый ,Сумеречный ,Алый,Серо зелёный , Очень светло жёлтый ,Красный,Темно зелёный ,Белый холодный ,Смытый зелёный ,Нежно розовый ,Темно коричневый ,Серый,Жёлтый ,Голубой ,Бежевый,"Красочки в коробочку, Светофор",Нет,0
,,,,0,1,1,,1,1,0.5,0.5,1,1,1,1,0.5,,1,1,1,1,1,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,,,,1,,,14
17.06.2019 14:50:05,23,женский,"Архитектура, дизайн, фотография, визуальные искусства",24,синий,охра,коричневый,лесная зелень,светло-пурпурный,глина,индиго,пурпурно-красный,фиолетовый,циан,коралл,песок,глубокий серый,баклажан,фуксия,графит,джинс,красный,пыльный оливковый,слоновая кость,клубнично-красный,глубокий зеленый,белый,пастельный зеленый,дымчатый розовый,шоколад,мокрый асфальт,лимонный,это точно! цвет - голубой,сомон,Не играл(а),Нет,0
,,,,0,,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,,,24
17.06.2019 15:30:43,23,женский,Образование,3,Синий,Оранжевый,Коричневый,Зеленый,Сиреневый,Светло-бордовый,Темно-синий,Темно-красный,Фиолетовый,Голубой,Светло-оранжевый,Светло-желтый,Черный,Фиолетовый,Розовый,Черный,Темно-синий,Красный,Темно-серый,Светло-желтый,Красный,Темно-зеленый,Белый,Зеленый,Розовый,Темно-коричневый,Темно-серый,Желтый,Голубой,Бежевый,Светофор,Нет,0
,,,,0,,,,,1,1,0.5,0.5,,,0.5,0.5,,,,,0.5,,0.5,0.5,,0.5,,,,0.5,0.5,,,1,,,3
17.06.2019 17:53:46,18,мужской,Образование,9,Синий ,Желтый ,Коричневый ,Зелёный ,Темно розовый ,Шоколадный ,Темно Синий ,Бордовый ,Фиолетовый ,Голубой ,Телесный,Светло телесный ,Чёрный ,Темно фиолетовый,Светло фиолетовый ,Чёрный ,Бирюзовый ,Красный ,Болотный ,Сливочный,Красный ,Больными ,Белый,Светло зелёный ,Розовый,Чёрный ,Серый ,Жёлтый ,Голубой ,Телесный ,"Светофор, Цвета",Нет,0
,,,,0,,,,,0.5,1,0.5,1,,,1,1,,0.5,0.5,,1,,1,1,,1,,0.5,,,,,,1,,,9
17.06.2019 18:07:55,20,женский,Сфера обслуживания,12,Синий,Песочный ,Коричневый ,Темно- зелёный ,Фиалковый,Шоколадный,Темно- синий,Багровый,Фиолетовый ,Бирюзовый,Персиковый,Нежно- желтый ,Черный,Фуксия ,Ядовито- розовый,Чёрный ,Индиго,Красный ,Серо- зелёный ,Лимонный,Светло- красный ,Изумрудный,Белый,Светло- зелёный ,Розовый,Темно- бордовый ,Серый,Желтый ,Голубой,Телесный,Не играл(а),Нет,0
,,,,0,,1,,0.5,1,1,0.5,1,,1,1,0.5,,1,0.5,,1,,0.5,1,0.5,1,,0.5,,1,,,,1,,,12
17.06.2019 18:20:49,13,женский,Образование,8,ярко-синий,персиковый ,жёлто-коричневый ,зелёный ,сиреневый,тёмно-бежевый,тёмно-синий,бордовый ,ярко-фиолетовый,ярко-голубой,розово-бежевый,светло-персиковый,тёмно-серый,сине-фиолетовый,ярко-розово-фиолетовый,чёрный,тускло-синий,ярко-красный,бежево-серый,светло-жёлтый,светло-красный,тёмно-зелёный,белый,светло-зелёный,коктейльный розовый,коричневый,светло-серый,ярко-жёлтый,голубой,бежевый,"Светофор, Цвета",Нет,0
,,,,0,0.5,1,0.5,,1,1,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,,0.5,0.5,1,0.5,0.5,0.5,,0.5,1,,0.5,0.5,,1,,,8
17.06.2019 21:41:08,23,мужской,IT,10,Синий,Оранжевый,Бронзовый,Зеленый,Сереневый,Бежевый,Индиго,Вишневый,Пурпурный,Бирюзовый,Блеклый оранжевый,Светло желтый,Темно серый,Фиолетовый,Розовый,Черный,Синий,Алый,Серый,Светло желтый,Розово красный,Таежный,Белый,Зеленый,Розовый,Коричневый,Серый,Желтый,Голубой,Кремовый,Не играл(а),Нет,0
,,,,0,,,1,,1,1,1,1,1,1,0.5,0.5,0.5,,,,,1,,0.5,0.5,1,,,,,,,,1,,,10
17.06.2019 21:41:11,25,мужской,IT,6,синий,оранжевый,коричневый,зеленый,розовый,светло коричневый,темно-синий,бордовый,фиолетовый,бирюзовый,оранжевый,бежевый,черный,фиолетовый,фиолетовый,черный,темно-голубой,красный,серый,слоновая кость,алый,зеленый,белый,зеленый,розовый,коричневый,серый,желтый,голубой,бежевый,Не играл(а),Нет,0
,,,,0,,,,,,0.5,0.5,1,,1,,1,,,,,0.5,,,1,1,,,,,,,,,1,,,6
17.06.2019 22:19:41,29,мужской,IT,12,синий,оранжевый,кориичневый,зелёный,лиловый,тёмно-бежевый,тёмно-синий,бардовый,фиолетовый,циан,глиняный,приглушённый жёлтый,тёмно-серый,маджента,фуксия,чёрный,тёмно-голубой,ярко-красный,тёмно-серо-зелёный,бумажный,гуавовый,тёмно-зелёный,белый,салатовый,барби,старая кора,спокойный серый,отчаянно-жёлтый,цвет штанов,телесный,Не играл(а),Нет,0
,,,,0,,,,,1,1,0.5,1,,1,1,0.5,0.5,1,1,,0.5,0.5,0.5,1,1,0.5,,1,1,1,0.5,0.5,-1,1,,,12
17.06.2019 23:01:17,34,мужской,IT,18,синий,персиковый,коричневый,оливковый,magenta,светло коричневый,темно синий,бордовый,cyan,cyan,филе салмона,белая пустыня,арабская ночь,magenta,светлая magenta,темная арабская ночь,синее небо,морковный,серый,белый,светло морковный,цвет военной формы,белый,светло зеленый,розовый,коричневый,серый,желтый,оттенок cyan,абрикосовый,Не играл(а),Нет,0
,,,,0,,1,,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,0.5,,,,,1,1,,,18
18.06.2019 0:07:50,22,женский,"Филология, лингвистика, иностранные языки",9,"Синий, ультрамарин","Оранжевый, неяркий оранжевый. Светлый оранжевый ","Коричневый, светло-коричневый",Зеленый,"Сиреневый, розовый","Коричневый, более пастельный коричневый","Синий, темно-синий",Бардовый ,Фиолетовый,"Циан, Аквамарин, светлый бирюзовый","Оранжевый, персиковый","Бледно-желтый, свеило-желтый",Черный,"Фиолетовый, фуксия",Ярко розовый ,Чёрный ,"Голубой, сине-голубой, темно-голубой",Красный,Болотно-зелёный ,"Светло-светло желтый, молочный ","Красный, красно-оранжевый ",Темно-зелёный ,Белый ,Зелёный ,"Нежно-розовый, светло-розовый, пастельный розовый",Темно-коричневый,Серый,Ярко Жёлтый ,Голубой,"Телесный, светло-персиковый ",Цветной король,Нет,0
,,,,0,1,0.5,0.5,,1,0.5,0.5,1,,1,1,0.5,,1,0.5,,0.5,,1,1,0.5,0.5,,,0.5,0.5,,0.5,,1,,,9
18.06.2019 0:57:24,28,мужской,Сфера обслуживания,9,синий,Оранжевый ,Коричневый ,Зелёный ,Темно-розовый,Светло-коричневый ,Темно-синий,Бордовый ,Индиго,Лазурный,Светло-коричневый,Песчаный,Чёрный ,Фиолетовый,Розовый,Черный,Синий,Красный,Мокрый асфальт ,Светло-бежевый,Томатный ,Темно-зеленый,Белый,Светло-зеленый,Светло-розовый,Каштановый,Серый,Желтый,Цвет морской волны,Бежевый,Не играл(а),Нет,0
,,,,0,,,,,,0.5,0.5,1,1,1,0.5,1,,,,,,,1,1,1,0.5,,0.5,0.5,1,,,1,,,,9
18.06.2019 4:30:43,25,женский,IT,9,синий,оранжевый,коричневый,темно-зеленый,сиреневый,бледно коричневый,темно-ярко-синий,кирпичный,ярко-фиолетовый,бледно-голубой,персиковый оранжевый,желто-бежевый,черный,ярко-фиолетовый,розово-фиолетовый,черный,глубокий синий,красный,бледный темный зеленый,кремовый,яркий персик,темно-зеленый,белый,нежный салатовый,нежный розовый,черный,серый,желтый,небесно-голубой,цвет кожи,Не играл(а),Нет,0
,,,,0,,,,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,0.5,0.5,,0.5,,0.5,1,1,0.5,,1,0.5,,,,1,1,,,9
18.06.2019 7:27:12,18,женский,Естественные науки,15,Ярко синий,Оранжевый ,Древесный,Цвет травы,Пастельный розово-сиреневый,Древесный ,Густой синий ,"Кровяной, густой красный ",Сиреневый ,Светло-голубой,Персиковый ,Светло-бежевый,Чёрный ,Темно-розово-фиолетовый,Ярко пурпурный,Густой чёрный ,Цвет моря,Ярко красный ,Серый с зелёным отливом,Белый с желтовизной,Мягкий красный ,Цвет еловой хвои,Белый ,Цвет молодой травы,Нежно-розовый ,Шоколадный,Серый,Ярко-жёлтый ,Цвет чистого неба,Цвет кожи,Светофор,Нет,0
,,,,0,0.5,,1,1,1,1,0.5,1,1,0.5,1,1,,0.5,1,0.5,1,0.5,0.5,0.5,0.5,1,,1,0.5,1,,0.5,1,1,,,15
18.06.2019 10:35:20,22,мужской,IT,8,Экран смерти,Апельсин,Коричневый,Темно зеленый,Темно розовый,Коричневый,Темно синий,Бордовый,Фиолетовый,Бирюзовый,Живой коралл,Бежевый,Черный,Малиновый,Розовый,Черный,Синий,Красный,Серый,Бледно желтый,Красный,Темно зеленый,Белый,Светло зеленый,Бледно розовый,Черный,Серый,Желтый,Голубой,Бежевый,Не играл(а),Нет,0
,,,,0,1,1,,0.5,0.5,,0.5,1,,1,1,1,,1,,,,,,0.5,,0.5,,0.5,0.5,,,,,1,,,8
18.06.2019 10:59:26,26,мужской,IT,12,синий,оранжевый,коричневый,тёмно-зелёный,светло-сиреневый,бурый,тёмно-фиолетовый,тёмно-алый,сиреневый,бирюзовый,выгоревший оранжевый,ветхая бумага,чёрный,пурпурный,ярко-сиреневый,чёрный,светло-синий,красный,асфальт,кремовый,красный,чёрно-зелёный,белый,мидори,светло-розовый,чёрный,питер,жёлтый,небесный,противно-розовый,Не играл(а),Нет,0
,,,,0,,,,0.5,1,1,0.5,1,1,1,0.5,,,1,1,,0.5,,1,1,,0.5,,1,0.5,,1,,1,0.5,,,12
18.06.2019 10:59:37,31,мужской,IT,5,Синий,Оранжевый,Бурый,Зелёный,Сиреневый,Коричневый,Тёмно-синий,Тёмно-красный,Сиреневый,Чирок,Оранжевый,Жёлтый,Чёрный,Фиолетовый,Фиолетовый,Чёрный,Синий,Красный,Тёмно-зелёный,Жёлто-белый,Красный,Тёмно-зелёный,Белый,Зелёный,Розовый,Тёмно-коричневый,Серый,Жёлтый,Голубой,Бежевый,Не играл(а),Нет,0
,,,,0,,,1,,1,,0.5,0.5,1,1,,,,,,,,,0.5,0.5,,0.5,,,,0.5,,,,1,,,5
18.06.2019 11:48:54,24,мужской,IT,2,Синий,Желтый,Коричневый,Зелёный,Розовый,Коричневый,Синий,Красный,Фиолетовый,Бирюзовый,Оранжевый,Желтый,Черный,Фиолетовый,Розовый,Черный,Синий,Красный,Серый,Белый,Красный,Зелёный,Белый,Зелёный,Розовый,Коричневый,Серый,Желтый,Голубой,Телесный,Не играл(а),Нет,0
,,,,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,2
18.06.2019 11:49:54,31,мужской,IT,7,Синий,Оранжевый,Коричневый,Зелёный,Бледный фиолетовый,Бледный коричневый,Тёмно синий,Тёмнокрасный,пурпурный,Голубой,Персиковый,Бежевый,чёрный,фиолетовый,Неоновый розовый,Чёрный,Синий,Ярко красный,Тёмносерый,белый молочный,светлокрасный,Тёмнозелёный,Белый,Салатовый,поросяче розовый,Чёрный,Серый,Желтый,светлосиний,телесный,Не играл(а),Нет,0
,,,,0,,,,,0.5,0.5,0.5,0.5,1,,1,1,,,0.5,,,0.5,0.5,1,0.5,0.5,,1,1,,,0,0.5,1,,,7
18.06.2019 11:50:12,23,женский,IT,18,синий,оранжевый,терракотовый,зеленый,лиловый,грязно-светло-коричневый,индиго,"блин, это терракотовый",фиолетовый,бирюзовый ,коралловый,слоновая кость,черный,сиреневый,мажента,черный,берлинская лазурь,алый,графитовый,слоновая кость,алый,изумрудный,белый,салатовый,нежно-розовый,темно-коричневый,средне-серый,желтый,небесный,кожаный,Не играл(а),Нет,0
,,,,0,0,0,1,0,1,0.5,1,1,0,1,1,1,,1,1,,1,1,1,1,1,1,,1,0.5,0.5,0.5,,1,1,,,18
18.06.2019 12:00:23,34,мужской,IT,13,Синий,Оранжевый,Коричневый,Зелёный,Розовый,Розово-коричневый,Тёмно-синий,Коричнево-красный,"Яркий, фиолетовый",Бирюзовый,Сиська вспугнутой китаянки,Бежевый,Чёрный,Сиреневый,Кислотно-розовый,Чёрный,Приглушённый бирюзовый,Кровавый,Серый,Молочно-белый,Алый,Болотный,Белый,Приглушённый изумрудный,Поросяче-розовый,Чёрный,Серый,Жёлтый,Голубой,Кожистый,"Что такое ""Осёл""?!",Нет,0
,,,,0,0,0,0,0,0,0.5,0.5,0.5,0.5,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,,,13
18.06.2019 12:26:54,23,мужской,IT,3,синий,оранжевый,коричневый,зелёный,фиолетовый,коричневый,тёмно-синий,бордовый,фиолетовый,морской волны,розово-оранжевый,песочный,чёрный,фиолетовый,розовый,черный,серо-синий,красный,серый,светло-жёлтый,красный,тёмно-зелёный,белый,салатовый,розовый,тёмно-коричневый,серый,жёлтый,голубой,я не знаю,,Нет,0
,,,,0,0,0,0,0,0,0,0.5,1,0,1,0.5,1,0,0,0,0,0.5,0,0,0.5,0,0.5,0,1,0,0.5,0,0,0,-1,,,3
18.06.2019 13:25:11,25,женский,Медицина,8,Синий,Оранжевый ,Коричневый,Зелёный ,Сиреневый ,Светло-коричневый,Темно-синий,Бордовый ,Фиолетовый,Бирюзовый,Персиковый,Светло-жёлтый ,Чёрный ,Фиолетовый ,Фуксия,Чёрный ,Синий,Красный ,Болотный ,Светло-жёлтый ,Коралловый,Темно-зелёный ,Белый ,Светло-зелёный ,Светло-розовый ,Темно-коричневый,Серый ,Жёлтый ,Голубой,Персиковый ,Не играл(а),Нет,0
,,,,0,0,0,0,0,1,0.5,0.5,1,0,1,1,0.5,0,0,1,0,0,0,1,0.5,1,0.5,0,0.5,0.5,0.5,0,0,0,1,,,8
18.06.2019 17:38:01,28,женский,Рынок искусства,16,Синий,Оранжевый,Коричневый,Зелёный,Лавандовый,Молочный шоколад,Синий,Бардовый,Фиолетовый,Лазурный,Персиковый,Цвет слоновой кости,Черный,Фиолетовый,Орхидеевый,Черный,Небесный,Красный,Цвет асфальта ,Топленое молоко,Коралловый,Болотный,Белый,Свежей травы,Цвет утренней зари,Шоколадный,Серый,Жёлтый,Голубой,Бледно-персиковый,Не играл(а),Нет,0
,,,,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,,,16
